t,x_1,y_1,z_1,v_x_1,v_y_1,v_z_1,x_2,y_2,z_2,v_x_2,v_y_2,v_z_2
194880.00000000,-6846341.75031936,-51711.50987955,367946.51169572,-413.19491448,1059.58775613,-7539.35863814,6846341.75031935,51711.50987956,-367946.51169579,413.19491448,-1059.58775613,7539.35863814
194940.00000000,-6855880.98019914,11931.65923876,-84898.16688525,95.33856061,1061.06411409,-7549.86347092,6855880.98019914,-11931.65923875,84898.16688518,-95.33856061,-1061.06411409,7549.86347092
195000.00000000,-6834909.60997440,75521.72911504,-537365.02472727,603.44775227,1057.81843809,-7526.76928616,6834909.60997440,-75521.72911503,537365.02472720,-603.44775227,-1057.81843809,7526.76928616
195060.00000000,-6783520.96814548,138775.70603947,-987440.45695572,1108.87143158,1049.86517229,-7470.17885951,6783520.96814549,-138775.70603946,987440.45695565,-1108.87143158,-1049.86517229,7470.17885951
195120.00000000,-6701943.74863306,201412.09201043,-1433121.50121309,1609.36032090,1037.23971097,-7380.34403428,6701943.74863307,-201412.09201042,1433121.50121302,-1609.36032090,-1037.23971097,7380.34403428
195180.00000000,-6590540.99302565,263152.13747999,-1872424.75140582,2102.68710381,1019.99824098,-7257.66460073,6590540.99302567,-263152.13747998,1872424.75140575,-2102.68710381,-1019.99824098,7257.66460073
195240.00000000,-6449808.47494257,323721.08186765,-2303395.18441853,2586.65633725,998.21749171,-7102.68651688,6449808.47494259,-323721.08186764,2303395.18441846,-2586.65633725,-998.21749171,7102.68651688
195300.00000000,-6280372.49370170,382849.37632235,-2724114.86051776,3059.11422192,971.99439364,-6916.09947881,6280372.49370173,-382849.37632234,2724114.86051769,-3059.11422192,-971.99439364,6916.09947881
195360.00000000,-6082987.08711101,440273.88329084,-3132711.45872417,3517.95818725,941.44564692,-6698.73385137,6082987.08711104,-440273.88329083,3132711.45872411,-3517.95818725,-941.44564692,6698.73385137
195420.00000000,-5858530.67578847,495739.04755365,-3527366.60916682,3961.14624843,906.70720208,-6451.55697278,5858530.67578851,-495739.04755364,3527366.60916676,-3961.14624843,-906.70720208,6451.55697278
195480.00000000,-5608002.15394281,548998.03351788,-3906323.98534163,4386.70609385,867.93365499,-6175.66884973,5608002.15394285,-548998.03351788,3906323.98534157,-4386.70609385,-867.93365499,6175.66884973
195540.00000000,-5332516.44401327,599813.82370504,-4267897.12025833,4792.74386242,825.29755882,-5872.29726201,5332516.44401332,-599813.82370503,4267897.12025828,-4792.74386242,-825.29755882,5872.29726201
195600.00000000,-5033299.53495049,647960.27354557,-4610476.91169395,5177.45257177,778.98865623,-5542.79229859,5033299.53495054,-647960.27354556,4610476.91169389,-5177.45257177,-778.98865623,5542.79229859
195660.00000000,-4711683.02622126,693223.11778576,-4932538.78314959,5539.12015987,729.21303484,-5188.62034929,4711683.02622131,-693223.11778575,4932538.78314954,-5539.12015987,-729.21303484,5188.62034929
195720.00000000,-4369098.20181582,735400.92402847,-5232649.46864558,5876.13710415,676.19221020,-4811.35757899,4369098.20181588,-735400.92402847,5232649.46864553,-5876.13710415,-676.19221020,4811.35757899
195780.00000000,-4007069.66063072,774305.98916407,-5509473.39115876,6187.00358434,620.16213990,-4412.68291319,4007069.66063078,-774305.98916406,5509473.39115872,-6187.00358434,-620.16213990,4412.68291319
195840.00000000,-3627208.53157550,809765.17470196,-5761778.60631549,6470.33615711,561.37217351,-3994.37056638,3627208.53157556,-809765.17470195,5761778.60631545,-6470.33615711,-561.37217351,3994.37056638
195900.00000000,-3231205.30359512,841620.67728571,-5988442.28489120,6724.87391276,500.08394294,-3558.28214625,3231205.30359518,-841620.67728570,5988442.28489117,-6724.87391276,-500.08394294,3558.28214625
195960.00000000,-2820822.30251781,869730.73096238,-6188455.70971683,6949.48408663,436.57019806,-3106.35836900,2820822.30251787,-869730.73096238,6188455.70971680,-6949.48408663,-436.57019806,3106.35836900
196020.00000000,-2397885.84821010,893970.23808091,-6360928.76475349,7143.16710022,371.11359292,-2640.61042266,2397885.84821017,-893970.23808090,6360928.76475346,-7143.16710022,-371.11359292,2640.61042266
196080.00000000,-1964278.12693888,914231.32601183,-6505093.89635977,7305.06100961,304.00542784,-2163.11101668,1964278.12693895,-914231.32601183,6505093.89635975,-7305.06100961,-304.00542784,2163.11101668
196140.00000000,-1521928.81511212,930423.82721095,-6620309.52912162,7434.44534134,235.54435303,-1675.98515781,1521928.81511220,-930423.82721095,6620309.52912160,-7434.44534134,-235.54435303,1675.98515781
196200.00000000,-1072806.49167686,942475.68049016,-6706062.92104314,7530.74429870,166.03503955,-1181.40069325,1072806.49167693,-942475.68049016,6706062.92104313,-7530.74429870,-166.03503955,1181.40069325
196260.00000000,-618909.87738819,950333.25171011,-6761972.44539302,7593.52932424,95.78682341,-681.55866308,618909.87738826,-950333.25171010,6761972.44539301,-7593.52932424,-95.78682341,681.55866308
196320.00000000,-162258.93993878,953961.57246717,-6787789.28905096,7622.52100691,25.11232894,-178.68350501,162258.93993885,-953961.57246717,6787789.28905096,-7622.52100691,-25.11232894,178.68350501
196380.00000000,295114.09546481,953344.49571272,-6783398.55979591,7617.59032557,-45.67392246,324.98684495,-295114.09546473,-953344.49571272,6783398.55979592,-7617.59032557,45.67392246,-324.98684495
196440.00000000,751173.79007685,948484.76761199,-6748819.79760896,7578.75922314,-116.25691204,827.21091197,-751173.79007678,-948484.76761199,6748819.79760897,-7578.75922314,116.25691204,-827.21091197
196500.00000000,1203890.54988840,939404.01532291,-6684206.88771477,7506.20050895,-186.32252565,1325.75365760,-1203890.54988833,-939404.01532291,6684206.88771479,-7506.20050895,186.32252565,-1325.75365760
196560.00000000,1651249.65789075,926142.65074915,-6589847.37574916,7400.23708971,-255.55895157,1818.39642629,-1651249.65789067,-926142.65074915,6589847.37574917,-7400.23708971,255.55895157,-1818.39642629
196620.00000000,2091260.24013394,908759.69069578,-6466161.18809997,7261.34053246,-323.65806823,2302.94681905,-2091260.24013387,-908759.69069578,6466161.18810000,-7261.34053246,323.65806823,-2302.94681905
196680.00000000,2521964.12567590,887332.49422786,-6313698.76311661,7090.12896596,-390.31681537,2777.24845026,-2521964.12567583,-887332.49422787,6313698.76311663,-7090.12896596,390.31681537,-2777.24845026
196740.00000000,2941444.56099498,861956.41840084,-6133138.60150410,6887.36432990,-455.23854283,3239.19054414,-2941444.56099491,-861956.41840085,6133138.60150413,-6887.36432990,455.23854283,-3239.19054414
196800.00000000,3347834.74008158,832744.39389482,-5925284.24680442,6653.94898395,-518.13433064,3686.71732835,-3347834.74008152,-832744.39389483,5925284.24680446,-6653.94898395,518.13433064,-3686.71732835
196860.00000000,3739326.11225091,799826.42244126,-5691060.70940140,6390.92169213,-578.72427483,4117.83718274,-3739326.11225085,-799826.42244126,5691060.70940144,-6390.92169213,578.72427483,-4117.83718274
196920.00000000,4114176.43070304,763348.99827859,-5431510.34996378,6099.45299991,-636.73873311,4530.63150261,-4114176.43070298,-763348.99827859,5431510.34996383,-6099.45299991,636.73873311,-4530.63150261
196980.00000000,4470717.50601060,723474.45621175,-5147788.24064748,5780.84002501,-691.91952479,4923.26323705,-4470717.50601054,-723474.45621176,5147788.24064753,-5780.84002501,691.91952479,-4923.26323705
197040.00000000,4807362.63003178,680380.24917656,-4841157.02469909,5436.50068485,-744.02107984,5293.98506432,-4807362.63003173,-680380.24917656,4841157.02469914,-5436.50068485,744.02107984,-5293.98506432
197100.00000000,5122613.63720861,634258.15852411,-4512981.29733760,5067.96738641,-792.81153166,5641.14716794,-5122613.63720856,-634258.15852411,4512981.29733765,-5067.96738641,792.81153166,-5641.14716794
197160.00000000,5415067.57182448,585313.44053993,-4164721.53292237,4676.88020661,-838.07374901,5963.20457883,-5415067.57182443,-585313.44053994,4164721.53292243,-4676.88020661,838.07374901,-5963.20457883
197220.00000000,5683422.93155246,533763.91299568,-3797927.58543079,4264.97959348,-879.60630228,6258.72405087,-5683422.93155242,-533763.91299569,3797927.58543085,-4264.97959348,879.60630228,-6258.72405087
197280.00000000,5926485.45950732,479838.98579866,-3414231.79117134,3834.09862069,-917.22435992,6526.39043923,-5926485.45950728,-479838.98579867,3414231.79117141,-3834.09862069,917.22435992,-6526.39043923
197340.00000000,6143173.45902409,423778.64005331,-3015341.70442847,3386.15482983,-950.76051099,6765.01255313,-6143173.45902405,-423778.64005332,3015341.70442854,-3386.15482983,950.76051099,-6765.01255313
197400.00000000,6332522.60751311,365832.36007767,-2603032.49836500,2923.14169688,-980.06551017,6973.52845700,-6332522.60751308,-365832.36007768,2603032.49836507,-2923.14169688,980.06551017,-6973.52845700
197460.00000000,6493690.24796718,306258.02312787,-2179139.06500131,2447.11976059,-1005.00894196,7151.01019638,-6493690.24796715,-306258.02312788,2179139.06500138,-2447.11976059,1005.00894196,-7151.01019638
197520.00000000,6625959.13902191,245320.75177191,-1745547.84943042,1960.20745257,-1025.47980109,7296.66792757,-6625959.13902189,-245320.75177192,1745547.84943049,-1960.20745257,1025.47980109,-7296.66792757
197580.00000000,6728740.64688199,183291.73401953,-1304188.45460585,1464.57166964,-1041.38698645,7409.85343268,-6728740.64688198,-183291.73401954,1304188.45460593,-1464.57166964,1041.38698645,-7409.85343268
197640.00000000,6801577.36490737,120447.01645913,-857025.05406479,962.41813054,-1052.65970660,7490.06300434,-6801577.36490736,-120447.01645914,857025.05406487,-962.41813054,1052.65970660,-7490.06300434
197700.00000000,6844145.14920124,57066.27577295,-406047.65080407,455.98155987,-1059.24779477,7536.93968738,-6844145.14920124,-57066.27577296,406047.65080415,-455.98155987,1059.24779477,-7536.93968738
197760.00000000,6856254.56114183,-6568.42590301,46736.77879402,-52.48425709,-1061.12193209,7550.27486737,-6856254.56114183,6568.42590300,-46736.77879394,52.48425709,1061.12193209,-7550.27486737
197820.00000000,6837851.71043754,-70173.89623485,499313.21657115,-560.71650434,-1058.27377814,7530.00919900,-6837851.71043754,70173.89623484,-499313.21657108,560.71650434,1058.27377814,-7530.00919900
197880.00000000,6789018.49495389,-133467.07297643,949667.56999176,-1066.45340531,-1050.71600801,7476.23287021,-6789018.49495391,133467.07297642,-949667.56999168,1066.45340531,1050.71600801,-7476.23287021
197940.00000000,6709972.23624501,-196166.28367595,1395795.63542049,-1567.44428845,-1038.48225589,7389.18520079,-6709972.23624503,196166.28367594,-1395795.63542042,1567.44428845,1038.48225589,-7389.18520079
198000.00000000,6601064.71241155,-257992.49919765,1835712.01739319,-2061.45960332,-1021.62696543,7269.25357738,-6601064.71241157,257992.49919764,-1835712.01739312,2061.45960332,1021.62696543,-7269.25357738
198060.00000000,6462780.59258896,-318670.57548013,2267458.96418605,-2546.30084270,-1000.22514741,7116.97172945,-6462780.59258898,318670.57548012,-2267458.96418598,2546.30084270,1000.22514741,-7116.97172945
198120.00000000,6295735.28003369,-377930.47800468,2689115.08036070,-3019.81032663,-974.37204595,6933.01735409,-6295735.28003372,377930.47800467,-2689115.08036063,3019.81032663,974.37204595,-6933.01735409
198180.00000000,6100672.17340536,-435508.48352502,3098803.87751536,-3479.88080460,-944.18271463,6718.20910005,-6100672.17340540,435508.48352501,-3098803.87751529,3479.88080460,944.18271463,-6718.20910005
198240.00000000,5878459.35843325,-491148.35370998,3494702.12518686,-3924.46483351,-909.79150446,6473.50292452,-5878459.35843328,491148.35370997,-3494702.12518680,3924.46483351,909.79150446,-6473.50292452
198300.00000000,5630085.74469085,-544602.47547614,3875047.96473839,-4351.58388927,-871.35146602,6199.98783887,-5630085.74469089,544602.47547613,-3875047.96473833,4351.58388927,871.35146602,-6199.98783887
198360.00000000,5356656.66466983,-595632.96293572,4238148.75012685,-4759.33717188,-829.03366829,5898.88106220,-5356656.66466987,595632.96293572,-4238148.75012679,4759.33717188,829.03366829,-5898.88106220
198420.00000000,5059388.95473882,-644012.71605591,4582388.58065464,-5145.91006445,-783.02643739,5571.52260444,-5059388.95473887,644012.71605590,-4582388.58065459,5145.91006445,783.02643739,-5571.52260444
198480.00000000,4739605.53987986,-689526.43131771,4906235.49218170,-5509.58220879,-733.53451844,5219.36930286,-4739605.53987992,689526.43131771,-4906235.49218165,5509.58220879,733.53451844,-5219.36930286
198540.00000000,4398729.54629949,-731971.55987734,5208248.27479755,-5848.73516152,-680.77816442,4843.98833876,-4398729.54629954,731971.55987733,-5208248.27479750,5848.73516152,680.77816442,-4843.98833876
198600.00000000,4038277.96811609,-771159.20896559,5487082.88661150,-6161.85959651,-624.99215594,4447.05026312,-4038277.96811615,771159.20896558,-5487082.88661146,6161.85959651,624.99215594,-4447.05026312
198660.00000000,3659854.91630997,-806914.98251375,5741498.43511653,-6447.56202191,-566.42475645,4030.32156207,-3659854.91631003,806914.98251375,-5741498.43511649,6447.56202191,566.42475645,-4030.32156207
198720.00000000,3265144.47997756,-839079.75726526,5970362.69951071,-6704.57098150,-505.33660736,3595.65679565,-3265144.47997762,839079.75726525,-5970362.69951067,6704.57098150,505.33660736,-3595.65679565
198780.00000000,2855903.23166037,-867510.39091899,6172657.16939864,-6931.74271306,-441.99956813,3144.99034441,-2855903.23166044,867510.39091898,-6172657.16939861,6931.74271306,441.99956813,-3144.99034441
198840.00000000,2433952.41010379,-892080.35915272,6347481.57744888,-7128.06623846,-376.69550642,2680.32780091,-2433952.41010386,892080.35915271,-6347481.57744885,7128.06623846,376.69550642,-2680.32780091
198900.00000000,2001169.81523132,-912680.31869204,6494057.90583732,-7292.66786274,-309.71504367,2203.73704426,-2001169.81523139,912680.31869204,-6494057.90583730,7292.66786274,309.71504367,-2203.73704426
198960.00000000,1559481.45140680,-929218.59391868,6611733.84864537,-7424.81506235,-241.35626179,1717.33903747,-1559481.45140687,929218.59391867,-6611733.84864536,7424.81506235,241.35626179,-1717.33903747
199020.00000000,1110852.95617202,-941621.58485280,6699985.71480508,-7523.91974505,-171.92337662,1223.29838858,-1110852.95617210,941621.58485280,-6699985.71480507,7523.91974505,171.92337662,-1223.29838858
199080.00000000,657280.85260761,-949834.09469366,6758420.75867150,-7589.54086710,-101.72538403,723.81371753,-657280.85260769,949834.09469366,-6758420.75867150,7589.54086710,101.72538403,-723.81371753
199140.00000000,200783.66424274,-953819.57546086,6786778.92785156,-7621.38639605,-31.07468485,221.10787171,-200783.66424282,953819.57546086,-6786778.92785155,7621.38639605,31.07468485,-221.10787171
199200.00000000,-256607.06794330,-953560.29064318,6784934.02051037,-7619.31461032,39.71430543,-282.58196638,256607.06794323,953560.29064318,-6784934.02051037,7619.31461032,-39.71430543,282.58196638
199260.00000000,-712855.82644914,-949057.39413104,6752894.24700489,-7583.33472995,110.32655587,-785.01423518,712855.82644907,949057.39413104,-6752894.24700489,7583.33472995,-110.32655587,785.01423518
199320.00000000,-1165932.17587771,-940330.92508138,6690802.19334555,-7513.60687553,180.44782208,-1283.95296967,1165932.17587763,940330.92508138,-6690802.19334557,7513.60687553,-180.44782208,1283.95296967
199380.00000000,-1613819.79894585,-927419.71873770,6598934.18664832,-7410.44135564,249.76604469,-1777.17775205,1613819.79894578,927419.71873770,-6598934.18664833,7410.44135564,-249.76604469,1777.17775205
199440.00000000,-2054525.46966262,-910381.23360240,6477699.06540132,-7274.29728588,317.97273810,-2262.49359320,2054525.46966255,910381.23360241,-6477699.06540134,7274.29728588,-317.97273810,2262.49359320
199500.00000000,-2486087.92374659,-889291.29573021,6327636.36001856,-7105.78054568,384.76436332,-2737.74070104,2486087.92374652,889291.29573021,-6327636.36001858,7105.78054568,-384.76436332,2737.74070104
199560.00000000,-2906586.58680443,-864243.76128087,6149413.89177738,-6905.64108197,449.84367883,-3200.80409216,2906586.58680436,864243.76128088,-6149413.89177741,6905.64108197,-449.84367883,3200.80409216
199620.00000000,-3314150.12142651,-835350.09883290,5943824.80082628,-6674.76957170,512.92106335,-3649.62300413,3314150.12142644,835350.09883290,-5943824.80082631,6674.76957170,-512.92106335,3649.62300413
199680.00000000,-3706964.75516562,-802738.89331697,5711784.01648777,-6414.19345807,573.71580476,-4082.20006646,3706964.75516556,802738.89331697,-5711784.01648781,6414.19345807,-573.71580476,4082.20006646
199740.00000000,-4083282.35233540,-766555.27377676,5454324.18556509,-6125.07237813,631.95734936,-4496.61018947,4083282.35233534,766555.27377677,-5454324.18556514,6125.07237813,-631.95734936,4496.61018947
199800.00000000,-4441428.19370518,-726960.26750394,5172591.07677384,-5808.69300207,687.38650587,-4891.00913146,4441428.19370513,726960.26750394,-5172591.07677388,5808.69300207,-687.38650587,4891.00913146
199860.00000000,-4779808.42947249,-684130.08342134,4867838.48174840,-5466.46330717,739.75659895,-5263.64170613,4779808.42947244,684130.08342135,-4867838.48174846,5466.46330717,-739.75659895,5263.64170613
199920.00000000,-5096917.17234369,-638255.32790363,4541422.63531591,-5099.90631188,788.83456695,-5612.84959364,5096917.17234364,638255.32790364,-4541422.63531596,5099.90631188,-788.83456695,5612.84959364
199980.00000000,-5391343.19915541,-589540.15652536,4194796.17987021,-4710.65329802,834.40199909,-5937.07872059,5391343.19915537,589540.15652537,-4194796.17987027,4710.65329802,-834.40199909,5937.07872059
200040.00000000,-5661776.23121550,-538201.36551115,3829501.70070390,-4300.43655107,876.25610747,-6234.88617612,5661776.23121546,538201.36551116,-3829501.70070396,4300.43655107,-876.25610747,6234.88617612
200100.00000000,-5907012.76541171,-484467.42693151,3447164.86106982,-3871.08165101,914.21062953,-6504.94663321,5907012.76541167,484467.42693151,-3447164.86106989,3871.08165101,-914.21062953,6504.94663321
200160.00000000,-6125961.43013969,-428577.47193768,3049487.16752136,-3424.49934800,948.09665696,-6746.05824681,6125961.43013965,428577.47193769,-3049487.16752143,3424.49934800,-948.09665696,6746.05824681
200220.00000000,-6317647.84221324,-370780.22656092,2638238.39773034,-2962.67705899,977.76338740,-6957.14800239,6317647.84221322,370780.22656093,-2638238.39773041,2962.67705899,-977.76338740,6957.14800239
200280.00000000,-6481218.94314412,-311332.90481152,2215248.72447778,-2487.67002315,1003.07879556,-7137.27649111,6481218.94314410,311332.90481153,-2215248.72447785,2487.67002315,-1003.07879556,7137.27649111
200340.00000000,-6615946.79549252,-250500.06400399,1782400.57086930,-2001.59215550,1023.93022074,-7285.64209050,6615946.79549250,250500.06400400,-1782400.57086937,2001.59215550,-1023.93022074,7285.64209050
200400.00000000,-6721231.82239323,-188552.42740274,1341620.23302352,-1506.60663937,1040.22486823,-7401.58453188,6721231.82239322,188552.42740275,-1341620.23302359,1506.60663937,-1040.22486823,7401.58453188
200460.00000000,-6796605.47584166,-125765.67942724,894869.30751164,-1004.91629962,1051.89022226,-7484.58783874,6796605.47584165,125765.67942725,-894869.30751172,1004.91629962,-1051.89022226,7484.58783874
200520.00000000,-6841732.32186441,-62419.23877866,444135.96169996,-498.75379948,1058.87436872,-7534.28262302,6841732.32186440,62419.23877867,-444135.96170003,498.75379948,-1058.87436872,7534.28262302
200580.00000000,-6856411.53329467,1204.98505179,-8573.91415340,9.62829545,1061.14622620,-7550.44772893,6856411.53329467,-1204.98505177,8573.91415332,-9.62829545,-1061.14622620,7550.44772893
200640.00000000,-6840577.78350979,64823.84635955,-461245.63367526,517.96754176,1058.69568429,-7533.01121721,6840577.78350979,-64823.84635954,461245.63367518,-517.96754176,-1058.69568429,7533.01121721
200700.00000000,-6794301.53715307,128154.22330491,-911864.68029944,1024.00168671,1051.53364859,-7482.05068523,6794301.53715308,-128154.22330490,911864.68029937,-1024.00168671,-1051.53364859,7482.05068523
200760.00000000,-6717788.73654629,190914.27788466,-1358425.67243137,1525.47873593,1039.69199217,-7397.79292171,6717788.73654630,-190914.27788465,1358425.67243130,-1525.47873593,-1039.69199217,7397.79292171
200820.00000000,-6611379.88518846,252824.71019066,-1798941.28796119,2020.16697540,1023.22341375,-7280.61289741,6611379.88518848,-252824.71019065,1798941.28796112,-2020.16697540,-1023.22341375,7280.61289741
200880.00000000,-6475548.53241921,313610.00137311,-2231451.10840709,2505.86490320,1002.20120312,-7131.03209642,6475548.53241923,-313610.00137310,2231451.10840702,-2505.86490320,-1002.20120312,7131.03209642
200940.00000000,-6310899.16599120,372999.63977682,-2654030.34332823,2980.41102685,976.71891505,-6949.71619542,6310899.16599123,-372999.63977681,2654030.34332816,-2980.41102685,-976.71891505,6949.71619542
201000.00000000,-6118164.52192942,430729.32479433,-3064798.39618456,3441.69348252,946.88995289,-6737.47210119,6118164.52192945,-430729.32479432,3064798.39618449,-3441.69348252,-946.88995289,6737.47210119
201060.00000000,-5898202.32364929,486542.14307802,-3461927.23352126,3887.65943346,912.84706391,-6495.24435970,5898202.32364933,-486542.14307801,3461927.23352120,-3887.65943346,-912.84706391,6495.24435970
201120.00000000,-5651991.46484657,540189.71187673,-3843649.52023114,4316.32420565,874.74174855,-6224.11095257,5651991.46484661,-540189.71187672,3843649.52023108,-4316.32420565,-874.74174855,6224.11095257
201180.00000000,-5380627.65314454,591433.28440899,-4208266.48469396,4725.78012019,832.74358620,-5925.27849979,5380627.65314459,-591433.28440898,4208266.48469390,-4725.78012019,-832.74358620,5925.27849979
201240.00000000,-5085318.53388689,640044.81235334,-4554155.47878803,5114.20498303,787.03948050,-5600.07688988,5085318.53388694,-640044.81235333,4554155.47878798,-5114.20498303,-787.03948050,5600.07688988
201300.00000000,-4767378.31577549,685807.96072766,-4879777.19913166,5479.87019418,737.83282758,-5249.95336154,4767378.31577554,-685807.96072765,4879777.19913161,-5479.87019418,-737.83282758,5249.95336154
201360.00000000,-4428221.92227251,728519.07064059,-5183682.53741557,5821.14844053,685.34261090,-4876.46606302,4428221.92227257,-728519.07064059,5183682.53741552,-5821.14844053,-685.34261090,4876.46606302
201420.00000000,-4069358.69479243,767988.06563100,-5464519.02934326,6136.52093783,629.80242669,-4481.27711794,4069358.69479249,-767988.06563100,5464519.02934322,-6136.52093783,-629.80242669,4481.27711794
201480.00000000,-3692385.67570740,804039.29756177,-5721036.87347811,6424.58418969,571.45944441,-4066.14522832,3692385.67570746,-804039.29756177,5721036.87347807,-6424.58418969,-571.45944441,4066.14522832
201540.00000000,-3298980.50106007,836512.32830336,-5952094.49321085,6684.05623357,510.57330675,-3632.91784792,3298980.50106013,-836512.32830336,5952094.49321082,-6684.05623357,-510.57330675,3632.91784792
201600.00000000,-2890893.93461058,865262.64372869,-6156663.61709720,6913.78234582,447.41497417,-3183.52296054,2890893.93461064,-865262.64372868,6156663.61709717,-6913.78234582,-447.41497417,3183.52296054
201660.00000000,-2469942.07644446,890162.29684170,-6333833.85495545,7112.74018060,382.26551901,-2719.96049991,2469942.07644453,-890162.29684170,6333833.85495542,-7112.74018060,-382.26551901,2719.96049991
201720.00000000,-2037998.28081714,911100.47717748,-6482816.74935844,7280.04431953,315.41487470,-2244.29344946,2037998.28081721,-911100.47717748,6482816.74935842,-7280.04431953,-315.41487470,2244.29344946
201780.00000000,-1596984.81919970,927984.00393999,-6602949.28449145,7414.95021211,247.16054542,-1758.63866145,1596984.81919977,-927984.00393998,6602949.28449144,-7414.95021211,-247.16054542,1758.63866145
201840.00000000,-1148864.32562916,940737.74068290,-6693696.83675923,7516.85748914,177.80628214,-1265.15743639,1148864.32562924,-940737.74068290,6693696.83675922,-7516.85748914,-177.80628214,1265.15743639
201900.00000000,-695631.06243575,949304.92968787,-6754655.55401116,7585.31263455,107.66073086,-766.04590463,695631.06243582,-949304.92968787,6754655.55401115,-7585.31263455,-107.66073086,766.04590463
201960.00000000,-239302.04521360,953647.44455241,-6785554.15279727,7620.01100368,37.03605902,-263.52525297,239302.04521367,-953647.44455241,6785554.15279727,-7620.01100368,-37.03605902,263.52525298
202020.00000000,218091.93346691,953745.95986306,-6786255.12565587,7620.79817902,-33.75343371,240.16816023,-218091.93346683,-953745.95986306,6786255.12565587,-7620.79817902,33.75343371,-240.16816023
202080.00000000,674515.34165659,949600.03719896,-6756755.35306042,7587.67065742,-104.39271415,742.79275752,-674515.34165651,-949600.03719896,6756755.35306043,-7587.67065742,104.39271415,-742.79275752
202140.00000000,1127936.96671811,941228.12708294,-6697186.11730238,7520.77586567,-174.56741764,1242.11171797,-1127936.96671804,-941228.12708295,6697186.11730239,-7520.77586567,174.56741764,-1242.11171797
202200.00000000,1576338.95479458,928667.48687147,-6607812.51824792,7420.41150442,-243.96524698,1735.90293165,-1576338.95479451,-928667.48687148,6607812.51824794,-7420.41150442,243.96524698,-1735.90293165
202260.00000000,2017725.79082599,911974.01494897,-6489032.29356909,7287.02422334,-312.27736230,2221.96888868,-2017725.79082592,-911974.01494898,6489032.29356911,-7287.02422334,312.27736230,-2221.96888868
202320.00000000,2450133.17915370,891222.00196425,-6341374.04869907,7121.20763337,-379.19975546,2698.14645873,-2450133.17915363,-891222.00196425,6341374.04869909,-7121.20763337,379.19975546,-2698.14645873
202380.00000000,2871636.78518864,866503.80021622,-6165494.90438937,6923.69966500,-444.43460297,3162.31651758,-2871636.78518857,-866503.80021623,6165494.90438940,-6923.69966500,444.43460297,-3162.31651758
202440.00000000,3280360.79924259,837929.41266015,-5962177.57233719,6695.37928429,-507.69159141,3612.41337782,-3280360.79924253,-837929.41266015,5962177.57233722,-6695.37928429,507.69159141,-3612.41337782
202500.00000000,3674486.28440823,805626.00336356,-5732326.87189847,6437.26258121,-568.68920936,4046.43398174,-3674486.28440817,-805626.00336356,5732326.87189851,-6437.26258121,568.68920936,-4046.43398174
202560.00000000,4052259.27134088,769737.33159037,-5476965.70338696,6150.49824772,-627.15600026,4462.44681548,-4052259.27134082,-769737.33159038,5476965.70338700,-6150.49824772,627.15600026,-4462.44681548
202620.00000000,4411998.56391627,730423.11203163,-5197230.49587949,5836.36246583,-682.83177043,4858.60050483,-4411998.56391621,-730423.11203163,5197230.49587954,-5836.36246583,682.83177043,-4858.60050483
202680.00000000,4752103.22102552,687858.30403025,-4894366.14978737,5496.25322820,-735.46874703,5233.13205437,-4752103.22102547,-687858.30403025,4894366.14978743,-5496.25322820,735.46874703,-5233.13205437
202740.00000000,5071059.68121422,642232.33296269,-4569720.49669887,5131.68411665,-784.83268069,5584.37469329,-5071059.68121417,-642232.33296269,4569720.49669893,-5131.68411665,784.83268069,-5584.37469329
202800.00000000,5367448.49845730,593748.24724262,-4224738.30114882,4744.27756636,-830.70388800,5910.76529297,-5367448.49845726,-593748.24724263,4224738.30114887,-4744.27756636,830.70388800,-5910.76529297
202860.00000000,5639950.65909255,542621.81469846,-3860954.83101057,4335.75764551,-872.87822920,6210.85132339,-5639950.65909251,-542621.81469846,3860954.83101063,-4335.75764551,872.87822920,-6210.85132339
202920.00000000,5887353.45180316,489080.56234573,-3479989.02512148,3907.94238274,-911.16801659,6483.29731722,-5887353.45180312,-489080.56234574,3479989.02512155,-3907.94238274,911.16801659,-6483.29731722
202980.00000000,6108555.86452467,433362.76382777,-3083536.28854889,3462.73567639,-945.40284983,6726.89081313,-6108555.86452463,-433362.76382778,3083536.28854896,-3462.73567639,945.40284983,-6726.89081313
203040.00000000,6302573.48425793,375716.37903104,-2673360.94756127,3002.11882162,-975.43037429,6940.54775148,-6302573.48425790,-375716.37903105,2673360.94756134,-3002.11882162,975.43037429,-6940.54775148
203100.00000000,6468542.87798442,316397.95059377,-2251288.39787933,2528.14169307,-1001.11695902,7123.31729877,-6468542.87798440,-316397.95059378,2251288.39787940,-2528.14169307,1001.11695902,-7123.31729877
203160.00000000,6605725.43518637,255671.46221898,-1819196.98115065,2042.91362239,-1022.34829150,7274.38607905,-6605725.43518635,-255671.46221899,1819196.98115072,-2042.91362239,1022.34829150,-7274.38607905
203220.00000000,6713510.65487102,193807.16387281,-1379009.62580174,1548.59401107,-1039.02988632,7393.08179375,-6713510.65487101,-193807.16387282,1379009.62580181,-1548.59401107,1039.02988632,-7393.08179375
203280.00000000,6791418.86247216,131080.36909602,-932685.28946477,1047.38272051,-1051.08750568,7478.87621351,-6791418.86247215,-131080.36909603,932685.28946484,-1047.38272051,1051.08750568,-7478.87621351
